Task_ID,CPU_Usage (%),RAM_Usage (MB),Disk_IO (MB/s),Network_IO (MB/s),Priority,VM_ID,Execution_Time (s),Target (Optimal Scheduling)
660,30,10923,71,20,1,108,3.28,1
661,71,2983,82,9,2,106,1.7,1
662,31,7982,82,37,3,103,8.05,0
663,84,7820,12,1,1,101,3.49,1
664,48,10776,97,48,3,109,9.08,0
665,51,5448,77,8,2,102,1.55,1
666,62,3255,48,15,2,100,4.05,1
667,44,15794,14,20,1,105,5.84,0
668,78,9806,7,44,1,101,3.75,1
669,49,9869,44,41,3,103,7.61,0
670,58,15807,16,43,2,107,5.15,0
671,58,12509,92,6,3,106,6.72,0
672,72,8723,53,16,2,103,8.67,0
673,50,15308,12,38,2,104,8.1,0
674,86,12139,14,2,3,101,2.7,1
675,80,5988,73,15,3,103,1.86,1
676,40,10268,47,37,2,101,5.81,0
677,46,2531,67,47,2,108,1.69,1
678,90,6474,97,12,2,109,5.14,0
679,60,8393,11,19,3,102,7.61,0
680,37,10657,97,26,3,105,2.67,1
681,40,5454,9,22,2,103,5.43,0
682,33,3458,12,47,3,105,6.41,0
683,53,1337,52,11,2,108,1.74,1
684,66,7010,32,36,1,102,6.54,0
685,73,643,5,28,2,100,1.29,1
686,30,15399,92,11,1,100,4.09,1
687,34,14759,99,27,2,102,6.78,0
688,64,10591,63,20,3,105,3.67,1
689,55,9003,70,37,3,100,6.45,0
690,87,1928,9,40,1,105,1.89,1
691,49,3383,88,33,2,103,6.67,0
692,42,8007,89,15,3,106,5.1,0
693,78,7072,62,16,1,101,3.3,1
694,38,14282,25,34,2,102,9.59,0
695,91,4255,79,11,1,105,2.12,1
696,46,11461,51,39,1,106,4.44,1
697,43,12819,77,23,1,101,2.99,1
698,36,15987,43,22,1,109,5.61,0
699,65,4625,84,39,1,107,6.46,0
700,86,5583,48,5,3,100,1.83,1
701,50,11041,38,33,2,100,2.59,1
702,81,6288,30,10,2,107,2.01,1
703,85,8229,61,43,1,104,2.1,1
704,44,15158,32,11,1,101,7.02,0
705,42,12090,81,38,2,102,2.09,1
706,67,11336,64,25,3,109,3.53,1
707,39,8510,70,34,3,106,9.08,0
708,79,11518,33,3,3,107,2.8,1
709,48,4862,63,12,3,101,5.3,0
710,55,12694,79,2,2,102,5.02,0
711,39,3930,49,46,3,104,6.91,0
712,48,12540,61,24,3,104,6.88,0
713,44,6734,24,7,1,104,2.48,1
714,42,2152,27,32,3,106,3.91,1
715,64,10263,21,5,1,108,4.37,1
716,74,10091,16,45,3,102,5.0,0
717,79,4364,53,39,1,103,7.73,0
718,76,7428,10,21,1,100,2.65,1
719,63,1270,97,4,3,105,9.82,0
720,93,9125,22,46,1,108,7.9,0
721,87,10604,13,45,2,106,7.68,0
722,80,10413,7,5,2,104,8.73,0
723,51,12140,60,23,3,101,8.71,0
724,39,5809,47,9,3,101,5.09,0
725,36,14515,10,42,3,103,3.76,1
726,56,14193,75,43,2,108,7.91,0
727,54,5410,32,45,2,104,8.07,0
728,80,13533,39,12,1,106,4.12,1
729,36,2438,55,37,3,100,2.98,1
730,67,11837,11,48,1,105,6.92,0
731,41,3926,44,10,1,100,5.44,0
732,65,13109,65,7,1,102,7.1,0
733,91,8423,38,8,3,104,3.53,1
734,78,13417,16,32,3,104,7.35,0
735,75,4550,33,17,1,100,4.19,1
736,42,11633,57,39,1,100,7.96,0
737,50,13812,38,12,2,101,1.21,1
738,58,2724,58,44,2,108,4.45,1
739,68,542,84,37,3,104,6.44,0
740,59,3256,52,24,3,109,1.94,1
741,34,5699,95,7,2,102,5.65,0
742,37,3794,43,15,2,108,2.68,1
743,42,14106,22,46,2,108,6.37,0
744,93,10475,36,45,1,105,2.1,1
745,61,2796,12,48,1,101,2.85,1
746,44,13878,57,2,2,101,9.5,0
747,33,10009,98,12,2,103,8.32,0
748,94,5766,66,7,2,106,1.99,1
749,45,5699,35,5,2,100,4.9,1
750,61,7713,35,46,3,107,6.99,0
751,66,5013,69,17,1,103,2.63,1
752,39,8517,61,4,3,104,3.61,1
753,92,8124,62,32,2,106,3.96,1
754,69,9056,96,30,1,102,8.89,0
755,73,12486,24,32,1,104,1.44,1
756,67,7232,43,38,2,108,6.94,0
757,49,4909,75,43,1,107,9.97,0
758,52,11677,83,9,1,109,3.74,1
759,69,6239,80,3,1,108,6.78,0
760,80,9365,63,26,3,104,4.38,1
761,81,564,78,46,3,109,8.72,0
762,73,14814,48,21,1,101,4.87,1
763,68,14700,99,8,1,102,5.26,0
764,49,5282,31,11,3,108,4.86,1
765,53,4636,21,6,3,103,2.78,1
766,88,8213,85,21,1,107,1.27,1
767,88,12459,21,39,2,105,4.4,1
768,68,2303,36,49,1,103,3.68,1
769,53,1205,96,24,2,109,6.01,0
770,65,6249,82,39,3,104,2.97,1
771,71,837,92,13,1,105,6.1,0
772,52,2460,57,6,2,105,8.15,0
773,59,3054,13,48,1,101,4.94,1
774,73,15553,87,13,1,101,8.82,0
775,94,11470,50,48,1,101,6.44,0
776,54,13033,66,49,1,101,1.13,1
777,93,8890,62,8,3,105,8.23,0
778,47,14642,74,5,2,102,1.95,1
779,71,641,97,6,3,101,7.88,0
780,59,3264,53,47,3,104,8.37,0
781,90,15349,93,46,1,107,6.36,0
782,85,12960,67,27,3,106,8.77,0
783,81,10841,9,43,1,100,9.34,0
784,85,652,44,33,3,103,8.62,0
785,66,11429,37,12,3,103,6.98,0
786,62,7818,58,30,2,103,5.2,0
787,77,13899,6,21,1,104,7.82,0
788,86,12854,83,28,1,106,8.86,0
789,62,5311,52,30,2,101,7.68,0
790,38,12397,70,35,2,106,1.68,1
791,32,5214,51,5,2,108,7.7,0
792,75,3186,94,11,1,102,6.59,0
793,65,7497,85,11,1,107,6.15,0
794,52,3406,58,23,3,102,5.84,0
795,80,4298,66,45,3,106,3.91,1
796,38,9097,14,35,3,106,4.16,1
797,88,9422,58,40,3,103,5.14,0
798,91,3797,88,34,2,103,2.25,1
799,75,4809,64,5,1,108,1.55,1
800,80,1015,50,21,2,107,5.98,0
801,64,13163,81,26,2,109,9.2,0
802,36,3970,60,45,1,107,3.79,1
803,30,6708,7,44,3,106,8.61,0
804,77,12636,16,16,1,107,7.54,0
805,38,11844,97,27,2,106,2.16,1
806,60,14906,15,23,3,109,1.34,1
807,88,9754,28,11,3,106,2.38,1
808,63,6699,85,22,1,108,3.12,1
809,48,8382,94,48,1,108,9.59,0
810,38,595,64,43,2,102,4.53,1
811,70,10438,61,7,2,108,5.61,0
812,59,11961,75,7,2,102,2.34,1
813,55,8404,52,17,2,106,8.39,0
814,70,4574,43,1,2,100,9.11,0
815,50,10735,22,19,1,109,9.22,0
816,68,11527,57,42,3,105,2.99,1
817,33,13916,64,30,1,103,4.4,1
818,54,15782,31,41,2,101,8.06,0
819,32,14673,22,42,1,105,1.58,1
820,84,16288,49,25,2,104,6.29,0
821,60,4554,69,22,2,108,9.33,0
822,92,15598,62,18,1,105,4.68,1
823,59,7538,24,10,1,109,4.15,1
824,75,13767,59,30,2,101,4.33,1
825,87,634,36,35,2,101,1.13,1
826,61,2328,30,13,1,108,6.06,0
827,47,8889,52,41,1,106,8.13,0
828,56,2567,59,11,1,101,6.57,0
829,43,10479,99,23,1,102,5.92,0
830,32,14408,40,17,2,107,9.55,0
831,73,3612,87,6,2,100,3.94,1
832,43,3765,62,3,2,102,4.31,1
833,80,11887,98,14,3,101,2.04,1
834,76,11749,44,31,2,107,1.22,1
835,66,11315,85,24,3,107,7.87,0
836,35,3257,22,45,2,104,5.03,0
837,86,10980,79,28,2,104,4.85,1
838,58,5178,9,48,2,100,1.71,1
839,43,13686,97,22,1,105,4.15,1
840,89,1244,52,18,1,102,3.72,1
841,80,14004,65,26,3,102,4.02,1
842,73,13645,16,2,2,109,6.91,0
843,79,742,11,29,3,104,7.16,0
844,66,11910,68,43,1,107,4.83,1
845,48,7281,46,47,1,109,9.6,0
846,75,5772,22,9,2,106,7.88,0
847,40,8985,7,12,2,100,2.42,1
848,85,7224,37,36,3,106,2.96,1
849,61,11960,81,48,1,106,3.62,1
850,88,13445,13,20,2,107,7.17,0
851,80,662,32,31,3,105,9.4,0
852,57,15487,50,19,3,108,9.81,0
853,63,5157,31,26,3,104,7.89,0
854,57,15412,88,36,2,104,2.6,1
855,92,5006,69,27,3,104,9.75,0
856,75,5811,57,37,2,106,8.45,0
857,70,6289,55,42,2,104,5.47,0
858,80,13625,73,29,1,102,3.98,1
859,85,11463,67,2,1,109,3.9,1
860,74,15934,32,28,1,105,9.84,0
861,40,3888,88,31,1,100,8.07,0
862,32,3429,15,11,1,109,3.83,1
863,38,9703,17,37,3,100,2.97,1
864,74,5954,7,44,3,103,5.71,0
865,93,10812,57,6,2,109,1.7,1
866,67,3261,38,3,3,109,3.86,1
867,80,14039,13,46,1,109,1.39,1
868,68,15978,13,36,3,109,8.1,0
869,51,7910,59,22,3,106,2.85,1
870,81,1118,94,8,1,105,1.05,1
871,61,3717,72,10,1,106,1.08,1
872,51,16036,77,13,1,105,1.84,1
873,33,13819,77,39,1,107,9.5,0
874,81,13345,40,34,3,103,7.05,0
875,73,14559,68,4,1,105,9.44,0
876,66,15538,67,39,2,108,2.68,1
877,43,11593,32,13,3,108,7.54,0
878,54,8893,45,39,3,105,7.06,0
879,78,15495,50,46,2,106,2.27,1
880,57,6297,93,24,2,108,7.69,0
881,53,2384,24,45,2,104,1.84,1
882,80,5819,73,2,1,106,5.7,0
883,44,5695,98,9,3,109,4.89,1
884,78,5014,9,43,1,101,5.45,0
885,72,1345,81,15,1,109,4.6,1
886,44,14679,51,41,1,105,5.33,0
887,32,12852,90,2,1,100,4.82,1
888,66,5367,83,27,2,104,5.42,0
889,47,16259,76,5,2,102,4.94,1
890,35,15469,95,40,2,105,7.96,0
891,37,15337,66,6,1,103,8.29,0
892,56,13606,34,32,3,101,2.79,1
893,76,4964,47,11,1,105,4.89,1
894,45,6969,90,9,3,108,1.3,1
895,56,5516,29,17,2,105,3.51,1
896,45,7253,7,40,3,105,8.38,0
897,32,2254,13,17,1,109,3.05,1
898,78,6093,42,18,3,108,9.3,0
899,87,2647,86,21,2,105,2.32,1
900,35,4807,45,21,1,108,8.91,0
901,75,1877,20,23,3,105,9.87,0
902,87,4290,89,35,2,108,7.76,0
903,93,8703,26,18,2,100,2.86,1
904,47,8651,18,41,3,104,7.97,0
905,34,1959,37,17,1,108,7.24,0
906,33,2362,78,25,3,107,4.23,1
907,45,12894,58,43,1,102,1.34,1
908,64,3479,43,48,1,105,3.42,1
909,74,8223,62,37,3,102,1.65,1
910,61,13594,77,44,3,105,6.4,0
911,38,9202,70,27,3,107,4.52,1
912,50,10389,47,38,2,103,6.25,0
913,54,6785,31,42,1,105,2.89,1
914,82,2799,88,12,3,107,8.38,0
915,59,4355,6,20,2,103,8.46,0
916,44,15205,12,19,1,103,4.23,1
917,41,2509,82,42,1,101,5.64,0
918,59,12302,65,34,2,104,1.59,1
919,52,2532,58,32,2,102,5.73,0
920,77,15746,58,25,2,108,7.67,0
921,56,13600,23,28,3,105,4.85,1
922,49,6020,62,36,2,105,5.86,0
923,78,11104,69,33,3,105,6.65,0
924,49,4419,60,5,2,109,1.35,1
925,57,12057,73,43,3,104,4.3,1
926,62,9465,6,17,2,100,8.48,0
927,51,9536,38,27,1,106,3.14,1
928,84,11919,40,19,1,105,5.48,0
929,65,8360,11,42,1,103,1.35,1
930,55,9987,54,7,2,100,9.0,0
931,69,8613,39,48,2,109,8.86,0
932,74,707,29,8,2,108,6.35,0
933,87,9466,98,31,3,100,2.92,1
934,72,14290,72,48,2,109,3.79,1
935,72,7479,35,34,3,104,4.26,1
936,71,6553,76,25,2,104,4.46,1
937,60,4405,30,24,3,103,2.04,1
938,65,15990,60,7,2,104,4.74,1
939,39,12735,97,10,2,109,1.12,1
940,37,15384,20,46,3,109,4.53,1
941,70,14129,73,4,3,107,7.75,0
942,52,16367,63,20,1,100,5.32,0
943,91,12310,19,38,3,106,8.23,0
944,63,4081,69,35,2,105,3.28,1
945,58,15278,83,3,2,105,2.51,1
946,62,6692,68,20,1,104,1.47,1
947,49,5646,34,38,1,100,5.36,0
948,56,6605,53,33,2,101,2.58,1
949,66,9709,81,30,3,105,4.62,1
950,46,5764,14,14,1,108,6.85,0
951,73,6133,24,17,2,106,5.76,0
952,42,8814,20,42,1,105,1.07,1
953,90,13511,15,42,1,108,8.38,0
954,40,12775,65,41,3,108,8.29,0
955,39,1143,70,23,3,108,7.0,0
956,71,1739,67,1,1,105,8.46,0
957,56,7105,21,44,2,108,2.01,1
958,72,7110,67,27,1,100,2.06,1
959,60,11806,84,7,1,102,2.19,1
960,80,9409,10,14,1,109,4.08,1
961,31,7434,88,16,1,103,9.33,0
962,88,4515,11,11,1,106,1.2,1
963,68,14838,94,18,1,107,4.43,1
964,49,3078,64,18,1,105,5.58,0
965,85,3978,78,43,3,106,6.85,0
966,75,11089,64,7,3,102,1.28,1
967,86,5980,93,12,3,105,1.54,1
968,53,3050,87,11,2,105,3.77,1
969,87,6691,25,38,1,104,8.14,0
970,53,4207,20,15,2,101,4.47,1
971,37,1428,45,44,3,104,6.0,0
972,74,4068,92,4,2,103,6.13,0
973,62,5163,56,5,3,105,9.96,0
974,78,7630,79,30,1,101,5.13,0
975,69,15552,25,19,1,109,8.14,0
976,35,12448,40,18,1,109,2.19,1
977,57,1672,84,14,1,100,6.28,0
978,58,1425,99,17,3,109,4.42,1
979,44,2798,9,11,3,109,5.05,0
980,43,16159,21,32,2,108,6.67,0
981,93,15235,7,48,1,100,9.67,0
982,39,6061,69,35,3,103,3.11,1
983,77,13407,97,16,3,109,8.3,0
984,94,12145,60,11,1,103,8.06,0
985,36,2283,94,35,1,107,1.02,1
986,46,3037,74,13,1,102,7.1,0
987,48,7455,44,19,2,104,4.12,1
988,55,7085,83,14,3,107,2.51,1
989,60,2407,41,34,1,104,3.81,1
990,35,15015,74,24,1,109,8.12,0
991,50,3592,17,3,2,100,3.77,1
992,37,9019,22,15,3,105,9.46,0
993,71,5755,59,13,1,103,2.09,1
994,92,8934,40,7,2,103,5.66,0
995,78,4614,29,2,2,100,8.52,0
996,80,11622,83,34,1,108,3.48,1
997,66,10542,19,46,2,102,5.69,0
998,91,1366,15,48,3,108,2.35,1
999,76,14549,36,3,1,107,9.33,0
1000,45,1021,33,38,3,102,5.17,0
1001,41,12653,32,40,3,100,9.14,0
1002,71,1522,38,28,3,101,9.64,0
1003,57,11787,55,26,3,108,2.97,1
1004,74,4159,67,5,1,109,9.51,0
1005,35,8020,28,12,2,100,3.1,1
1006,82,3555,69,37,2,108,1.44,1
1007,83,13637,93,19,1,107,5.5,0
1008,51,15788,38,10,3,109,4.29,1
1009,54,8441,95,16,1,103,6.45,0
1010,85,16000,14,10,2,109,9.76,0
1011,35,12151,20,48,1,108,9.33,0
1012,35,4413,61,5,1,102,8.67,0
1013,94,10796,31,35,3,105,5.9,0
1014,30,6915,64,29,1,108,1.41,1
1015,43,2664,96,32,3,101,4.87,1
1016,39,2218,55,10,1,107,2.46,1
1017,32,13180,75,8,1,109,9.97,0
1018,62,9445,20,18,2,104,1.12,1
1019,90,12762,35,20,1,105,9.63,0
1020,45,3623,65,19,3,101,1.7,1
1021,74,8881,28,7,2,100,7.98,0
1022,68,14128,28,4,1,108,7.97,0
1023,38,3652,12,15,1,101,7.55,0
1024,81,10996,92,36,2,105,7.51,0
1025,90,14708,44,10,1,109,1.54,1
1026,74,9755,34,4,1,108,3.76,1
1027,36,8607,33,10,1,107,9.48,0
1028,64,13842,79,17,1,103,2.94,1
1029,70,8152,10,43,2,100,7.57,0
1030,90,3244,43,19,3,100,5.84,0
1031,65,11431,50,46,3,109,1.69,1
1032,84,13916,94,18,1,109,1.41,1
1033,60,10262,94,3,3,108,4.4,1
1034,74,7407,12,2,1,109,2.37,1
1035,90,10269,6,26,2,104,7.51,0
1036,81,9049,61,19,3,102,2.55,1
1037,69,7519,89,3,1,105,6.0,0
1038,88,2907,91,42,3,105,9.41,0
1039,55,8105,91,2,1,103,9.32,0
1040,31,3736,49,32,2,106,3.03,1
1041,44,14583,36,36,2,103,4.0,1
1042,89,2746,48,16,1,109,3.17,1
1043,75,8324,58,20,3,103,9.7,0
1044,70,6790,15,37,1,105,6.97,0
1045,91,575,82,37,3,107,8.9,0
1046,74,4550,98,14,3,102,2.2,1
1047,50,12336,20,12,1,101,1.0,1
1048,52,13674,61,8,3,101,9.74,0
1049,93,12174,26,8,3,105,5.87,0
1050,41,11595,89,14,3,103,4.42,1
1051,83,9785,93,19,2,107,2.65,1
1052,62,10978,8,35,2,103,6.69,0
1053,87,2981,79,12,3,104,2.66,1
1054,86,7900,98,13,1,102,7.61,0
1055,57,3266,14,2,2,103,8.3,0
1056,77,10914,77,34,1,106,7.88,0
1057,33,10255,40,16,2,109,9.83,0
1058,59,1379,30,40,1,102,1.22,1
1059,69,10126,74,1,3,102,2.35,1
1060,60,11797,46,16,3,107,7.22,0
1061,53,7192,58,17,2,106,1.02,1
1062,36,7948,55,4,3,105,1.03,1
1063,85,1862,18,42,2,108,9.43,0
1064,59,9260,23,4,1,104,3.11,1
1065,37,10076,23,15,2,102,7.62,0
1066,48,2260,90,5,2,106,8.35,0
1067,49,13608,50,40,2,105,8.07,0
1068,64,7344,97,17,1,105,9.51,0
1069,55,7735,39,23,3,107,2.08,1
1070,81,6390,93,27,3,106,1.47,1
1071,54,9564,39,36,1,105,3.46,1
1072,90,9439,60,4,2,100,3.76,1
1073,60,9160,84,20,1,104,8.45,0
1074,56,4111,71,45,3,109,7.74,0
1075,84,8220,97,23,3,105,5.47,0
1076,88,4494,32,40,2,107,7.88,0
1077,85,10973,68,14,2,101,6.44,0
1078,36,9189,29,35,2,106,5.4,0
1079,37,9914,61,22,3,102,9.09,0
1080,44,14569,20,28,1,104,7.5,0
1081,58,12628,71,38,2,101,3.23,1
1082,38,12659,76,25,2,102,7.27,0
1083,49,10701,82,21,1,105,3.82,1
1084,87,4033,46,43,2,105,9.55,0
1085,50,8902,31,41,3,102,9.37,0
1086,86,5457,11,48,3,106,4.51,1
1087,84,11174,49,36,3,105,5.63,0
1088,79,983,35,1,2,105,3.74,1
1089,70,14115,10,49,2,106,7.99,0
1090,48,8239,9,32,1,101,3.69,1
1091,44,8400,59,31,2,102,7.23,0
1092,73,5931,61,8,3,100,3.7,1
1093,58,9829,19,35,3,100,6.4,0
1094,40,2679,91,20,2,108,2.05,1
1095,61,11656,49,30,2,107,3.15,1
1096,73,7197,97,13,2,105,4.89,1
1097,36,12833,45,36,2,102,8.61,0
1098,82,6080,93,9,1,100,1.11,1
1099,59,9961,57,47,3,101,2.78,1
1100,31,2711,78,1,2,102,1.75,1
1101,85,4565,61,11,1,102,7.99,0
1102,51,2779,56,21,2,106,9.83,0
1103,46,7584,6,1,1,107,6.92,0
1104,83,1273,36,14,2,107,2.23,1
1105,91,14113,18,15,3,102,6.02,0
1106,92,2914,89,40,3,102,3.82,1
1107,67,11858,99,23,2,102,4.25,1
1108,47,5453,80,48,2,100,4.86,1
1109,83,14965,61,44,1,109,3.37,1
1110,53,8131,68,46,2,105,9.26,0
1111,65,16100,76,31,1,102,3.26,1
1112,57,3245,49,24,3,104,4.93,1
1113,61,8431,15,39,3,106,9.92,0
1114,54,12089,70,2,2,109,4.75,1
1115,46,10724,89,11,2,104,2.59,1
1116,68,10934,27,16,1,107,3.62,1
1117,62,16052,21,48,1,101,9.25,0
1118,58,13780,89,45,2,106,3.43,1
1119,82,753,41,35,3,101,2.76,1
1120,86,9103,71,26,2,102,7.1,0
1121,57,554,49,22,1,108,7.58,0
1122,79,6101,71,5,2,105,8.79,0
1123,31,6348,91,20,1,109,9.71,0
1124,88,7302,99,42,3,106,7.48,0
1125,93,8922,87,47,2,106,1.29,1
1126,85,4377,43,38,3,100,4.85,1
1127,86,7273,83,19,3,107,6.79,0
1128,33,15558,20,5,2,100,2.46,1
1129,55,9637,20,7,2,109,7.78,0
1130,76,8972,10,49,3,104,2.19,1
1131,41,5696,13,45,3,100,6.39,0
1132,89,2787,90,18,1,108,8.56,0
1133,70,15254,24,22,2,101,1.37,1
1134,39,12200,29,17,3,101,4.89,1
1135,30,5854,82,1,2,101,3.8,1
1136,43,5963,49,27,3,105,7.81,0
1137,40,14432,78,30,3,106,2.35,1
1138,89,633,78,31,3,102,2.65,1
1139,69,2019,93,46,1,104,5.45,0
1140,38,6043,71,46,1,106,4.62,1
1141,65,4087,51,33,1,104,8.66,0
1142,37,10223,25,34,1,105,1.29,1
1143,66,10601,50,38,2,103,7.36,0
1144,91,12266,88,44,2,101,5.95,0
1145,38,9104,10,21,1,105,1.71,1
1146,46,13529,79,27,3,108,9.93,0
1147,35,2997,53,16,1,107,2.8,1
1148,90,12943,21,35,3,101,7.36,0
1149,72,1405,86,3,3,100,7.16,0
1150,34,6490,57,12,1,105,8.71,0
1151,81,10289,54,40,2,104,2.16,1
1152,55,12029,58,13,3,106,9.02,0
1153,56,8031,90,19,2,107,4.21,1
1154,39,8613,29,28,3,106,5.43,0
1155,64,4899,54,13,2,102,2.91,1
1156,86,16077,95,37,2,101,9.68,0
1157,55,6590,69,23,1,106,9.92,0
1158,38,9633,82,25,2,109,1.22,1
1159,47,7808,10,16,1,100,8.3,0
1160,66,11146,30,45,1,109,3.69,1
1161,34,8811,56,42,1,103,2.89,1
1162,59,11484,44,46,2,106,1.13,1
1163,36,2035,76,17,1,105,8.24,0
1164,38,7296,45,44,1,101,7.8,0
1165,60,7647,54,25,3,106,2.99,1
1166,39,9420,34,2,1,104,5.13,0
1167,41,5238,51,44,3,106,9.84,0
1168,73,9794,38,34,1,104,5.93,0
1169,90,14521,80,5,2,109,8.24,0
1170,64,3143,32,38,3,104,6.26,0
1171,43,857,81,45,3,107,8.43,0
1172,85,9319,16,2,2,106,3.97,1
1173,33,15453,97,17,1,104,4.74,1
1174,42,3788,21,29,3,106,8.04,0
1175,47,1288,57,33,2,109,8.68,0
1176,55,2697,8,8,1,107,4.16,1
1177,84,7797,23,34,1,109,3.95,1
1178,93,10202,55,33,3,100,9.03,0
1179,83,5828,41,32,2,100,5.06,0
1180,34,1957,96,30,3,104,3.04,1
1181,65,10534,93,1,3,100,1.03,1
1182,69,5075,11,46,2,109,8.32,0
1183,53,7993,43,6,2,102,2.05,1
1184,68,11496,58,32,2,105,7.56,0
1185,45,9895,50,1,2,107,3.41,1
1186,37,6570,85,28,2,102,4.84,1
1187,60,6748,54,17,3,102,1.93,1
1188,74,16200,20,13,2,106,4.63,1
1189,33,15574,67,30,3,107,4.21,1
1190,41,15789,21,22,1,104,2.49,1
1191,93,6030,38,8,1,106,7.13,0
1192,82,11048,26,17,3,102,8.26,0
1193,85,10801,33,27,1,109,5.74,0
1194,87,6715,34,17,2,107,4.43,1
1195,85,9253,55,6,2,108,5.32,0
1196,56,5717,29,39,1,103,6.54,0
1197,30,11410,93,28,1,107,1.13,1
1198,37,7862,82,18,3,109,5.6,0
1199,47,3509,38,11,1,104,3.77,1
1200,81,6235,79,41,2,100,5.25,0
1201,57,11184,54,48,2,102,6.09,0
1202,31,8203,52,38,2,100,5.2,0
1203,61,1445,53,41,3,102,3.87,1
1204,50,13876,26,2,2,102,7.15,0
1205,32,14975,98,15,3,105,5.72,0
1206,82,15855,30,33,1,101,6.75,0
1207,61,15754,33,46,3,104,5.44,0
1208,84,13403,47,28,2,103,4.43,1
1209,39,14624,42,26,2,101,8.57,0
1210,43,788,17,33,1,102,6.85,0
1211,58,3226,46,19,2,100,5.92,0
1212,93,9662,58,26,3,109,1.58,1
1213,39,10341,23,40,1,106,7.05,0
1214,86,4597,41,5,3,100,8.44,0
1215,30,9336,23,36,2,106,6.66,0
1216,54,10297,7,32,2,103,5.5,0
1217,63,646,88,1,3,103,2.08,1
1218,49,12725,60,31,3,102,5.88,0
1219,33,15766,48,5,1,100,4.62,1
1220,83,12801,22,17,3,108,9.97,0
1221,90,15837,42,15,2,103,9.11,0
1222,45,4271,24,34,2,103,4.76,1
1223,67,14561,31,17,1,108,8.0,0
1224,77,9783,30,33,1,103,1.49,1
1225,89,13378,81,7,1,101,8.65,0
1226,54,15963,23,6,1,106,5.33,0
1227,46,16088,55,36,1,107,7.07,0
1228,71,11488,33,46,1,108,3.73,1
1229,42,13035,7,20,1,101,9.31,0
1230,32,7963,37,48,1,109,1.37,1
1231,84,5726,88,20,2,105,7.87,0
1232,47,14361,50,23,1,107,7.31,0
1233,53,3468,23,14,2,108,5.85,0
1234,83,14987,82,16,3,105,7.9,0
1235,79,9211,45,22,1,102,9.85,0
1236,77,3158,50,44,1,101,4.73,1
1237,89,578,86,2,1,103,9.57,0
1238,66,5612,36,15,1,103,9.04,0
1239,67,15732,27,17,1,108,3.21,1
1240,51,13810,79,45,3,100,2.51,1
1241,50,10614,21,23,3,109,3.14,1
1242,51,7627,57,49,3,108,7.32,0
1243,35,10171,55,39,2,107,8.83,0
1244,51,10363,36,33,2,105,5.94,0
1245,42,999,12,40,3,105,8.46,0
1246,44,6284,39,21,2,100,5.01,0
1247,74,7648,98,16,1,105,7.72,0
1248,79,5024,44,10,2,106,9.3,0
1249,35,2216,65,30,3,103,3.77,1
1250,90,14273,16,20,3,103,9.62,0
1251,33,7584,7,36,1,109,7.6,0
1252,34,1156,26,30,3,106,1.63,1
1253,94,8812,66,29,1,101,7.66,0
1254,65,14711,54,23,1,103,7.23,0
1255,32,15208,30,33,1,104,7.14,0
1256,82,1826,85,2,3,109,3.19,1
1257,79,14553,27,42,2,105,5.52,0
1258,73,12910,49,31,1,107,4.42,1
1259,84,11147,23,27,1,108,8.78,0
1260,47,15371,76,6,2,107,1.56,1
1261,77,15574,70,24,1,103,5.75,0
1262,90,6685,17,15,3,108,2.73,1
1263,80,11670,8,2,1,104,8.82,0
1264,57,6910,88,5,2,101,10.0,0
1265,76,14506,44,30,3,105,3.25,1
1266,58,5005,29,46,3,100,4.89,1
1267,38,3340,40,22,2,104,2.06,1
1268,67,771,47,17,2,101,4.94,1
1269,53,1759,70,5,2,102,2.45,1
1270,86,4787,39,29,3,102,9.82,0
1271,30,8874,51,38,3,107,9.94,0
1272,87,4386,91,8,1,106,5.0,0
1273,35,14131,15,14,1,108,6.59,0
1274,66,11700,81,27,3,105,5.27,0
1275,77,14947,81,14,1,107,8.93,0
1276,79,7976,37,24,3,107,3.4,1
1277,50,4865,36,49,1,107,6.66,0
1278,44,12233,63,22,1,107,6.23,0
1279,68,3911,59,5,2,102,4.09,1
1280,40,3881,58,10,3,102,6.39,0
1281,50,8273,80,37,3,107,5.16,0
1282,84,14767,22,7,2,104,4.54,1
1283,34,15499,22,3,2,109,4.31,1
1284,63,14574,55,38,3,100,7.96,0
1285,56,10438,62,12,1,108,2.82,1
1286,87,15126,45,38,2,105,4.63,1
1287,39,14513,51,31,2,107,3.48,1
1288,66,5796,95,39,3,107,4.61,1
1289,52,7165,64,27,3,104,5.07,0
1290,88,3942,27,1,1,104,2.86,1
1291,76,10007,28,27,2,100,2.1,1
1292,36,3731,55,33,1,108,8.33,0
1293,92,10696,81,40,2,103,6.51,0
1294,52,10277,72,32,3,101,9.9,0
1295,50,3917,82,24,2,106,6.27,0
1296,41,3384,93,47,1,108,4.26,1
1297,54,12954,67,24,3,101,4.76,1
1298,60,4806,85,36,2,101,1.95,1
1299,34,2568,17,23,3,100,5.66,0
1300,71,3794,13,18,1,100,1.7,1
1301,42,10265,67,21,2,109,2.96,1
1302,45,16205,83,12,1,105,8.85,0
1303,67,6312,79,12,1,105,5.43,0
1304,85,15791,62,26,3,103,3.15,1
1305,47,16051,8,39,2,102,6.89,0
1306,68,10213,10,28,2,108,7.45,0
1307,87,11578,86,18,3,103,1.83,1
1308,30,1453,5,34,2,104,2.55,1
